Obs	HORAS_CONSUMO_STREAMING	GASTO_STREAMING
37610	13.05	 $521.77 
37611	10.23	 $880.06 
37612	16.7	 $474.02 
37613	11.15	 $390.42 
37614	6.4	 $383.73 
37615	13.96	 $754.02 
37616	14.18	 $684.26 
37617	10.18	 $326.41 
37618	12.29	 $682.71 
37619	10.87	 $261.86 
37620	11.73	 $469.53 
37621	14.04	 $645.66 
37622	12.69	 $426.56 
37623	10.07	 $885.87 
37624	14.26	 $511.50 
37625	15.72	 $530.26 
37626	16.45	 $878.78 
37627	11.92	 $521.46 
37628	15.41	 $392.28 
37629	7.56	 $360.26 
37630	13.75	 $445.81 
37631	10.88	 $614.30 
37632	13.56	 $741.72 
37633	10.02	 $475.99 
37634	14.95	 $514.07 
37635	8.56	 $747.39 
37636	15.46	 $193.54 
37637	5.43	 $719.13 
37638	11.56	 $305.98 
37639	19.45	 $327.19 
37640	13.97	 $548.18 
37641	13.83	 $724.17 
37642	11.21	 $777.92 
37643	17.07	 $800.78 
37644	6.22	 $356.31 
37645	10.11	 $344.76 
37646	9.32	 $388.45 
37647	8.37	 $476.06 
37648	17.67	 $447.31 
37649	7.9	 $361.86 
37650	17.76	 $553.74 
37651	11.89	 $393.92 
37652	10.38	 $330.36 
37653	12.77	 $821.22 
37654	14.28	 $500.10 
37655	6.86	 $407.57 
37656	6.26	 $433.57 
37657	11.36	 $548.53 
37658	19.54	 $751.37 
37659	12.38	 $474.78 
37660	8.72	 $473.46 
37661	11.03	 $308.25 
37662	7.62	 $272.26 
37663	12.87	 $510.86 
37664	12.06	 $434.83 
37665	8.14	 $410.54 
37666	16.73	 $487.75 
37667	13.76	 $341.73 
37668	11.49	 $237.43 
37669	14.35	 $942.79 
37670	11.95	 $647.31 
37671	9.28	 $415.18 
37672	13.63	 $746.16 
37673	13.82	 $224.96 
37674	11.42	 $382.26 
37675	12.12	 $503.35 
37676	12.99	 $541.55 
37677	14.32	 $283.68 
37678	13.82	 $313.02 
37679	11.35	 $423.41 
37680	11.23	 $571.63 
37681	6.5	 $295.86 
37682	12.2	" $1,124.27 "
37683	6.55	 $591.71 
37684	12.2	 $486.30 
37685	14.16	 $483.06 
37686	16.41	 $778.92 
37687	20.44	" $1,065.89 "
37688	10.65	 $259.17 
37689	14.47	 $277.40 
37690	14.65	 $522.05 
37691	15.51	 $311.49 
37692	5.04	 $247.90 
37693	18.12	 $486.97 
37694	16.85	 $681.85 
37695	9.36	 $316.36 
37696	14.05	 $526.91 
37697	13.73	 $458.41 
37698	18.79	 $736.25 
37699	11.11	 $397.60 
37700	10.97	 $396.01 
37701	12.75	 $216.95 
37702	12.55	 $597.45 
37703	9.83	 $427.25 
37704	12.6	 $878.04 
37705	12.05	" $1,026.91 "
37706	14.9	 $935.42 
37707	15.26	 $633.58 
37708	8.57	 $497.17 
37709	17.59	" $1,134.40 "
37710	12.6	 $284.11 
37711	12.53	 $653.85 
37712	11.6	 $394.14 
37713	13.31	 $584.46 
37714	18.65	" $1,585.80 "
37715	11.72	 $557.25 
37716	6.64	 $328.67 
37717	7.7	 $348.39 
37718	8.06	 $447.03 
37719	15.45	 $923.53 
37720	17.09	 $229.91 
37721	15.11	 $454.86 
37722	17.91	 $495.55 
37723	12.47	 $331.28 
37724	13.35	 $202.16 
37725	11.55	 $574.25 
37726	16.47	 $651.97 
37727	14.02	 $436.47 
37728	12.87	 $429.85 
37729	8.96	 $307.97 
37730	8.85	 $472.37 
37731	13.24	 $415.50 
37732	12.19	 $489.39 
37733	10.52	 $429.56 
37734	10.23	 $347.89 
37735	11.24	 $252.09 
37736	12.19	 $521.00 
37737	16.26	 $594.13 
37738	13.29	 $418.53 
37739	11.2	 $391.38 
37740	12.2	 $551.60 
37741	14.31	 $259.98 
37742	13.89	 $318.15 
37743	11.22	 $511.65 
37744	10.41	 $375.17 
37745	14.85	 $586.94 
37746	18.38	 $602.65 
37747	15.73	 $964.09 
37748	11.46	 $494.42 
37749	9.27	 $367.35 
37750	13.29	 $443.36 
37751	9.1	 $421.51 
37752	8.33	 $357.23 
37753	12.4	 $587.26 
37754	18.98	 $351.37 
37755	12.72	 $574.70 
37756	8.05	 $594.37 
37757	10.32	 $450.48 
37758	11.1	 $512.91 
37759	13.31	 $414.95 
37760	14.83	 $529.03 
37761	9.37	 $769.55 
37762	11.29	 $329.23 
37763	15.29	" $1,105.98 "
37764	14.2	 $739.09 
37765	10.56	 $616.71 
37766	17.47	 $751.29 
37767	15.1	 $349.12 
37768	10.27	 $642.70 
37769	14.33	 $686.58 
37770	9.99	 $539.10 
37771	11.46	 $229.79 
37772	17.73	 $546.61 
37773	10.73	 $358.35 
37774	11.26	 $299.77 
37775	8.73	 $524.15 
37776	12.09	 $410.38 
37777	12.57	 $644.27 
37778	10.68	 $533.37 
37779	20.15	 $466.15 
37780	15.12	 $533.45 
37781	11.54	 $555.86 
37782	15.16	 $340.79 
37783	9.38	 $599.44 
37784	5.76	 $314.96 
37785	8.6	 $244.41 
37786	13.57	 $446.38 
37787	16.48	 $963.04 
37788	16.17	" $1,323.09 "
37789	13.84	 $256.86 
37790	11.03	 $250.60 
37791	10.48	 $175.32 
37792	11.79	 $692.32 
37793	13.34	 $505.76 
37794	14.66	 $597.09 
37795	14.42	 $740.96 
37796	14.88	 $507.17 
37797	9.29	 $203.03 
37798	8.82	 $296.76 
37799	14.49	 $449.53 
37800	15.77	 $466.88 
37801	11.96	 $347.06 
37802	12.01	 $402.70 
37803	11.76	 $405.60 
37804	9.89	 $442.01 
37805	11.72	 $677.07 
37806	14.4	 $514.28 
37807	12.44	 $599.18 
37808	10.04	 $873.99 
37809	5.97	 $426.39 
37810	10.99	 $427.78 
37811	13.8	 $629.73 
37812	13.9	 $718.38 
37813	11.89	 $502.77 
37814	17.76	 $387.64 
37815	8.36	 $944.34 
37816	16.27	 $712.06 
37817	11.67	 $411.37 
37818	10.89	 $280.28 
37819	17.88	 $463.25 
37820	12.22	 $686.77 
37821	9.43	 $488.17 
37822	14.5	 $572.73 
37823	20.14	" $1,264.86 "
37824	12.7	 $321.83 
37825	10.41	 $504.96 
37826	14.93	 $550.93 
37827	16.06	 $598.80 
37828	12.63	 $889.97 
37829	13.44	 $886.53 
37830	11.17	 $402.30 
37831	22.6	" $1,021.92 "
37832	4.71	 $565.83 
37833	11.35	 $414.40 
37834	10.9	 $422.38 
37835	5.64	 $522.52 
37836	12.61	 $475.53 
37837	12.25	 $491.84 
37838	5.54	 $579.25 
37839	12.79	 $243.33 
37840	17.52	" $1,067.20 "
37841	11.97	 $629.31 
37842	11.11	 $661.64 
37843	9.55	 $943.32 
37844	10.57	 $264.46 
37845	14.7	 $257.20 
37846	13.75	 $486.81 
37847	13.69	 $751.55 
37848	13.64	 $676.58 
37849	11.25	 $748.91 
37850	16.31	 $350.93 
37851	13.65	 $277.44 
37852	19.94	 $541.29 
37853	9.27	 $663.35 
37854	12.01	 $506.33 
37855	13.19	 $451.72 
37856	12.41	 $754.95 
37857	12.12	 $572.93 
37858	9.07	 $355.17 
37859	7.73	 $451.66 
37860	7.04	 $448.25 
37861	9.96	 $859.65 
37862	6.67	 $335.55 
37863	17.25	 $466.78 
37864	15.32	 $524.55 
37865	10.24	 $445.27 
37866	13.7	 $927.75 
37867	11.35	 $572.16 
37868	12.1	 $880.13 
37869	9.49	 $309.85 
37870	13.06	 $457.19 
37871	7.66	 $487.11 
37872	11.87	 $666.96 
37873	14.44	 $449.13 
37874	13.5	" $1,067.78 "
37875	8.6	 $299.76 
37876	9.26	 $832.94 
37877	14.98	 $217.71 
37878	18.15	 $299.49 
37879	14.85	 $533.79 
37880	16.38	 $767.25 
37881	10.1	 $608.27 
37882	13.01	" $1,051.09 "
37883	8.2	 $273.37 
37884	12.75	 $536.37 
37885	6.42	 $258.49 
37886	10.74	 $393.01 
37887	11.72	 $283.74 
37888	16.92	 $724.31 
37889	16.18	 $586.10 
37890	11.94	 $467.70 
37891	14.6	 $592.08 
37892	14.97	 $724.70 
37893	12.97	 $479.40 
37894	7.44	 $306.32 
37895	14.45	 $568.94 
37896	11.81	 $324.32 
37897	11.82	 $570.55 
37898	9.91	 $410.80 
37899	4.72	 $546.47 
37900	14.06	 $666.55 
37901	13	 $214.51 
37902	11.98	 $195.87 
37903	11.05	 $586.37 
37904	9.17	 $764.57 
37905	10.94	 $361.66 
37906	11.78	 $473.72 
37907	12.5	 $555.23 
37908	15.87	" $1,271.74 "
37909	11.84	 $681.45 
37910	9.72	 $773.83 
37911	15.7	 $252.40 
37912	10.37	 $642.03 
37913	9.17	 $465.59 
37914	12.25	 $348.55 
37915	14.44	 $422.54 
37916	13.54	 $415.55 
37917	13.5	 $496.22 
37918	15.76	 $631.89 
37919	10.03	 $515.23 
37920	14.04	 $340.19 
37921	9.29	 $300.80 
37922	14.35	 $618.67 
37923	10.08	 $343.65 
37924	15.64	 $459.45 
37925	11.95	 $414.10 
37926	23.74	 $568.38 
37927	5.31	 $242.08 
37928	8.87	 $428.51 
37929	10.04	 $349.02 
37930	12.67	 $251.84 
37931	11.33	 $664.71 
37932	12.82	 $416.26 
37933	14.5	 $707.61 
37934	17.25	 $394.27 
37935	12.71	 $607.62 
37936	11.1	 $287.59 
37937	13.8	 $766.77 
37938	16.24	 $332.40 
37939	17.09	 $997.35 
37940	15.54	 $423.75 
37941	9.06	 $458.38 
37942	16.07	 $726.58 
37943	12.17	 $477.13 
37944	10.62	 $371.17 
37945	14.32	 $457.90 
37946	11.25	 $281.67 
37947	12.44	 $411.39 
37948	9.19	 $484.38 
37949	13.79	 $598.45 
37950	11.17	 $469.19 
37951	11.32	 $656.21 
37952	14.66	 $706.93 
37953	9.68	 $409.10 
37954	16.89	 $239.45 
37955	10.3	 $431.45 
37956	16.16	 $693.91 
37957	9.93	 $468.42 
37958	9.35	 $354.65 
37959	14.38	 $504.74 
37960	8.08	 $432.36 
37961	11.61	 $510.15 
37962	9.17	 $329.92 
37963	13.92	 $251.51 
37964	15.34	 $450.21 
37965	10.38	 $771.67 
37966	13.3	 $787.19 
37967	15.33	 $557.66 
37968	17.44	 $339.83 
37969	14.95	 $432.30 
37970	12.51	" $1,168.74 "
37971	11.46	 $307.82 
37972	11.28	 $515.78 
37973	13.38	 $492.79 
37974	5.43	 $478.86 
37975	14.46	 $235.42 
37976	10.46	 $586.50 
37977	8.5	 $411.80 
37978	16.39	 $503.82 
37979	6.99	 $605.70 
37980	13.91	 $547.44 
37981	15.69	 $284.43 
37982	8.13	 $310.69 
37983	17.92	 $811.21 
37984	11.82	 $205.96 
37985	10.16	 $242.15 
37986	10.1	 $624.58 
37987	0.83	 $217.78 
37988	14.75	 $457.82 
37989	11.41	 $480.58 
37990	9.54	 $645.37 
37991	10.18	 $537.94 
37992	15.83	 $596.49 
37993	12.99	 $280.54 
37994	9.4	 $243.30 
37995	12.58	 $435.49 
37996	12.66	 $766.16 
37997	13.09	 $737.19 
37998	10.93	 $709.21 
37999	16.83	 $463.51 
38000	14.63	 $864.97 
38001	8.48	 $394.16 
38002	12.35	 $644.17 
38003	15.07	 $689.46 
38004	16.6	 $699.23 
38005	8.86	 $486.04 
38006	19.76	 $941.46 
38007	9.82	 $187.11 
38008	15.24	 $687.99 
38009	6.35	 $296.09 
38010	16.05	 $621.52 
38011	17.37	 $427.92 
38012	12.16	 $361.37 
38013	13.83	 $306.27 
38014	17.77	 $479.61 
38015	13.95	 $661.99 
38016	15.62	 $502.74 
38017	12.93	 $652.79 
38018	12.93	 $699.29 
38019	6.94	 $469.79 
38020	11.07	 $988.90 
38021	6.59	 $454.40 
38022	13.76	 $818.75 
38023	15.42	 $551.37 
38024	12.69	 $562.49 
38025	12.74	 $597.63 
38026	13.86	 $294.91 
38027	13.9	 $515.24 
38028	12.86	 $556.79 
38029	17.19	" $1,194.88 "
38030	10.96	 $337.91 
38031	13.28	 $342.93 
38032	13.81	 $544.17 
38033	17.05	 $811.48 
38034	11.49	 $439.48 
38035	13.06	 $376.91 
38036	9.65	 $818.78 
38037	12.03	 $267.27 
38038	16.16	 $449.34 
38039	11.36	 $211.87 
38040	13.88	 $886.55 
38041	13.74	 $498.54 
38042	8.21	 $295.98 
38043	7.38	 $407.86 
38044	10.5	 $381.98 
38045	9.29	 $642.40 
38046	3.64	 $499.40 
38047	12.31	 $492.75 
38048	15.12	 $368.31 
38049	9.71	 $784.47 
38050	10.1	 $251.41 
38051	16.2	 $487.58 
38052	13.34	 $513.61 
38053	9.11	 $589.11 
38054	8.45	 $282.92 
38055	12.21	 $413.80 
38056	13.83	 $540.32 
38057	10.21	 $813.87 
38058	16.85	 $276.19 
38059	7.58	 $300.80 
38060	7.89	 $183.36 
38061	15.16	 $486.74 
38062	17.29	 $558.62 
38063	15.86	 $648.80 
38064	9.8	 $507.78 
38065	14.51	 $355.25 
38066	12.83	 $524.81 
38067	7.79	 $442.32 
38068	13.63	 $655.83 
38069	10.08	 $532.88 
38070	7.5	 $764.33 
38071	14.04	 $644.45 
38072	13.14	" $1,394.53 "
38073	11.44	 $707.35 
38074	15.93	" $1,438.09 "
38075	12.93	 $446.72 
38076	19.85	 $677.43 
38077	9.91	 $374.90 
38078	12.87	 $619.63 
38079	14.81	 $870.57 
38080	7.12	 $309.47 
38081	12.82	 $535.15 
38082	15.6	 $591.59 
38083	11.09	 $578.31 
38084	12.81	 $526.08 
38085	16	 $368.05 
38086	10.01	 $467.99 
38087	16.72	" $1,110.76 "
38088	16.06	 $253.44 
38089	11.2	 $522.92 
38090	14.59	 $564.30 
38091	10.1	 $463.93 
38092	15.33	 $516.70 
38093	11.83	 $458.47 
38094	14.85	" $1,112.54 "
38095	16.25	 $326.34 
38096	9.58	 $604.76 
38097	14.49	 $291.19 
38098	10.7	 $372.74 
38099	14.53	 $416.25 
38100	13.96	 $495.50 
38101	8.24	 $196.90 
38102	13.84	 $401.57 
38103	14.21	 $536.20 
38104	21.21	" $1,065.74 "
38105	6.81	 $668.50 
38106	11.69	 $507.52 
38107	14.86	 $435.46 
38108	10.62	 $298.10 
38109	8.97	 $320.24 
38110	13.21	" $1,009.14 "
38111	13.44	 $438.36 
38112	10.65	 $657.36 
38113	12.31	 $691.90 
38114	15.55	 $863.69 
38115	8.85	 $451.94 
38116	12.86	 $589.66 
38117	12.79	 $576.04 
38118	10.35	 $670.23 
38119	12.46	 $393.08 
38120	12.28	 $280.09 
38121	17.45	 $404.49 
38122	15.44	 $407.65 
38123	13.9	" $1,050.60 "
38124	13.69	 $400.21 
38125	9.59	 $508.07 
38126	13.13	 $346.92 
38127	16.76	 $252.15 
38128	13.31	 $338.36 
38129	12.94	 $420.05 
38130	7.32	 $430.84 
38131	13.7	 $649.21 
38132	10.7	 $248.91 
38133	14.6	 $280.28 
38134	12.53	 $649.59 
38135	17.11	 $762.19 
38136	13.29	 $449.82 
38137	16.62	 $974.69 
38138	13.54	 $274.42 
38139	12.52	 $355.46 
38140	10.44	 $421.81 
38141	13.6	 $582.75 
38142	18.31	 $325.86 
38143	12.08	 $273.54 
38144	11.67	 $223.92 
38145	10.8	 $581.55 
38146	14.18	 $584.52 
38147	10.26	 $319.45 
38148	15.91	 $563.01 
38149	11.14	 $512.29 
38150	10.36	 $393.38 
38151	7.23	 $519.04 
38152	17.59	 $556.65 
38153	16.54	" $1,256.73 "
38154	10.32	 $834.76 
38155	10.7	 $394.55 
38156	15.05	 $779.44 
38157	15.72	 $737.60 
38158	12.9	 $650.45 
38159	16.1	 $922.21 
38160	16.55	 $622.79 
38161	7.79	 $439.08 
38162	11.68	 $606.22 
38163	15.5	 $604.02 
38164	26.23	 $862.39 
38165	16.79	 $206.97 
38166	10.87	 $336.71 
38167	8.85	 $769.28 
38168	12.36	 $338.78 
38169	8.49	 $516.46 
38170	12.11	 $434.81 
38171	12.27	 $896.56 
38172	14.42	 $561.69 
38173	13.99	 $255.70 
38174	13.25	 $771.87 
38175	18.69	 $847.94 
38176	19.84	 $677.71 
38177	12.25	 $463.36 
38178	14.17	 $225.76 
38179	13.44	 $536.00 
38180	19.58	 $698.44 
38181	13.74	 $398.21 
38182	14.19	 $659.98 
38183	14.51	 $807.06 
38184	14.3	 $408.57 
38185	12.52	 $381.00 
38186	13.06	 $653.72 
38187	10.21	 $454.51 
38188	10.09	 $507.52 
38189	14.39	 $517.91 
38190	13.59	" $1,089.03 "
38191	9.6	 $349.44 
38192	16.44	 $511.01 
38193	13.46	 $514.32 
38194	9.21	 $319.75 
38195	10.41	 $421.07 
38196	17.02	 $681.23 
38197	12.15	 $151.92 
38198	18.31	 $360.53 
38199	12.68	 $805.87 
38200	13.39	" $1,095.97 "
38201	5.36	 $294.97 
38202	11.65	 $643.94 
38203	12.1	 $333.38 
38204	12.05	 $448.53 
38205	8.91	 $584.96 
38206	7.3	 $315.06 
38207	15.01	 $244.54 
38208	9.66	 $572.93 
38209	13.07	 $243.81 
38210	19.75	 $732.66 
38211	14.32	 $345.14 
38212	18.02	 $439.47 
38213	13.21	 $335.09 
38214	10.4	 $689.67 
38215	13.07	 $528.16 
38216	17.9	 $697.47 
38217	14.52	 $713.43 
38218	15.34	 $671.04 
38219	18.94	 $367.98 
38220	15.59	 $596.94 
38221	17.72	 $462.53 
38222	12.38	 $381.10 
38223	11.41	 $429.93 
38224	14.81	 $368.59 
38225	11.57	 $363.18 
38226	11.33	 $310.19 
38227	10.86	 $349.47 
38228	15.62	 $241.01 
38229	14.78	 $336.44 
38230	9.73	 $441.97 
38231	14.56	 $918.45 
38232	5.38	 $300.16 
38233	11.05	 $743.81 
38234	15.39	 $425.29 
38235	14.04	 $538.25 
38236	13.13	 $634.11 
38237	19.1	" $1,657.43 "
38238	9.13	 $807.67 
38239	15.54	 $257.54 
38240	10.81	 $222.18 
38241	14	 $672.25 
38242	14.55	 $983.56 
38243	10.55	 $367.01 
38244	9.3	 $488.86 
38245	11.32	 $800.17 
38246	17.39	 $557.72 
38247	16.43	 $765.50 
38248	8.09	 $710.17 
38249	10.34	 $344.61 
38250	13.35	 $570.60 
38251	11.81	 $427.19 
38252	16.14	 $726.52 
38253	12.69	 $499.24 
38254	19.25	 $479.84 
38255	13.25	 $463.85 
38256	17.31	 $526.72 
38257	14.26	 $423.79 
38258	8.9	 $726.76 
38259	17	 $418.47 
38260	9.14	 $358.57 
38261	13.93	 $776.70 
38262	13.18	 $464.40 
38263	8.38	 $333.54 
38264	12.65	 $338.62 
38265	17.35	 $582.81 
38266	12.81	 $416.83 
38267	9.85	 $605.81 
38268	10.84	 $482.64 
38269	12.11	 $365.49 
38270	15.62	 $361.91 
38271	13.14	 $331.51 
38272	13.09	" $1,268.34 "
38273	10.54	 $303.96 
38274	2.92	 $444.02 
38275	13.26	 $625.42 
38276	16.8	 $602.86 
38277	2.93	 $353.51 
38278	9.4	 $327.79 
38279	9.9	 $453.23 
38280	14.96	 $593.81 
38281	14.74	 $486.57 
38282	12.52	 $767.04 
38283	9.3	 $677.08 
38284	10.13	 $270.11 
38285	19	 $638.40 
38286	4.55	 $319.56 
38287	14.65	 $317.01 
38288	11.91	 $327.40 
38289	20.23	" $1,420.81 "
38290	8.98	 $745.04 
38291	12.19	 $862.05 
38292	14.69	" $1,227.04 "
38293	12.62	 $414.96 
38294	12.56	 $399.54 
38295	18.86	 $422.25 
38296	12.7	 $667.09 
38297	13.61	 $255.25 
38298	13.81	 $700.47 
38299	16.02	 $805.78 
38300	13.43	 $547.50 
38301	6.08	 $355.21 
38302	18.86	 $349.86 
38303	12.84	 $474.73 
38304	3.95	 $373.06 
38305	11.14	 $600.14 
38306	11	 $338.25 
38307	11.25	 $572.43 
38308	7.41	 $552.16 
38309	13.37	 $294.41 
38310	16.2	 $581.87 
38311	10.92	 $514.55 
38312	15.88	 $593.41 
38313	15.67	 $705.42 
38314	10.73	 $243.69 
38315	12.18	 $385.00 
38316	9.58	 $530.74 
38317	13.25	 $675.24 
38318	17.46	" $1,691.35 "
38319	10.51	 $724.05 
38320	17.1	 $476.42 
38321	9.6	 $272.64 
38322	8.94	 $501.85 
38323	16.67	 $428.31 
38324	13.85	 $837.43 
38325	11.44	 $672.96 
38326	13.07	 $257.73 
38327	16.81	 $635.81 
38328	12.41	 $550.17 
38329	13.78	 $553.86 
38330	14.4	 $570.48 
38331	16.68	 $880.76 
38332	17	 $500.63 
38333	6.94	 $688.16 
38334	11.09	 $378.98 
38335	7	 $570.32 
38336	11.98	 $522.18 
38337	16.48	 $578.19 
38338	9.67	 $368.64 
38339	14.98	 $707.67 
38340	19.3	 $650.78 
38341	12.17	 $547.80 
38342	10.43	 $412.74 
38343	7.99	 $292.15 
38344	12.43	 $561.89 
38345	16.31	 $434.20 
38346	8.1	 $469.52 
38347	11.76	 $474.37 
38348	15.12	 $608.41 
38349	11.32	 $573.98 
38350	11.19	 $489.98 
38351	8.7	 $386.60 
38352	13.19	 $844.99 
38353	14.6	 $625.83 
38354	11.78	 $666.80 
38355	16.09	 $344.81 
38356	12.24	 $511.22 
38357	13.99	 $456.56 
38358	14.44	 $466.47 
38359	15.32	 $645.03 
38360	12.59	 $249.85 
38361	6.48	 $350.07 
38362	11.82	 $260.28 
38363	11.93	 $196.48 
38364	11.37	 $390.40 
38365	14.71	 $371.55 
38366	12.47	 $422.49 
38367	12.89	 $904.10 
38368	12.1	 $583.30 
38369	13.57	 $390.16 
38370	10.92	 $260.90 
38371	12.03	 $703.33 
38372	12.89	 $523.64 
38373	13.43	 $196.72 
38374	9.32	 $691.46 
38375	10.9	 $277.88 
38376	13.71	 $529.86 
38377	9.56	 $468.90 
38378	15.62	 $499.70 
38379	16.36	 $527.87 
38380	7.8	 $321.20 
38381	6.21	 $689.60 
38382	13.09	 $604.06 
38383	12.62	 $772.56 
38384	8.74	 $442.50 
38385	9.68	 $316.28 
38386	10.46	 $416.30 
38387	15.47	 $521.87 
38388	16.48	 $906.96 
38389	15.82	 $615.65 
38390	11.91	 $451.59 
38391	15.47	 $766.31 
38392	12.07	 $750.31 
38393	12.82	 $516.63 
38394	12.62	 $302.08 
38395	14.22	 $867.89 
38396	10.93	 $403.64 
38397	9.85	 $332.54 
38398	15.44	 $558.77 
38399	13.76	" $1,026.63 "
38400	11.33	 $344.40 
38401	10.97	 $522.98 
38402	8.96	 $336.83 
38403	12.6	 $759.65 
38404	12.77	 $460.44 
38405	11.25	 $397.06 
38406	12.89	 $550.98 
38407	21.02	 $345.52 
38408	14.19	 $640.48 
38409	12.4	 $255.07 
38410	20.3	 $570.49 
38411	9.99	 $510.42 
38412	16.23	 $311.09 
38413	9.27	 $638.99 
38414	7.43	 $375.45 
38415	11.24	 $359.79 
38416	4.78	 $424.65 
38417	12.08	 $442.23 
38418	12.74	 $442.63 
38419	10.14	 $422.62 
38420	11.11	 $460.22 
38421	11.65	 $249.29 
38422	10.31	 $461.34 
38423	11.03	 $266.14 
38424	14.9	 $300.91 
38425	10.96	 $431.73 
38426	15.04	" $1,084.18 "
38427	10.48	 $700.74 
38428	5.87	 $298.13 
38429	10.66	 $432.36 
38430	12.09	 $533.91 
38431	10.78	 $742.22 
38432	15.84	 $913.77 
38433	18.86	 $495.51 
38434	14.24	 $430.31 
38435	11.05	 $467.27 
38436	15.62	 $304.86 
38437	10.21	 $365.40 
38438	14.62	 $829.08 
38439	13.49	 $739.94 
38440	11.64	 $489.10 
38441	17.45	 $398.70 
38442	14.4	 $540.71 
38443	13.92	 $676.38 
38444	11.62	 $433.66 
38445	7.99	 $335.30 
38446	8.93	 $645.54 
38447	6.76	 $467.83 
38448	17.27	 $639.15 
38449	11.85	 $463.87 
38450	14.07	 $687.62 
38451	13.72	 $223.69 
38452	14.42	 $334.01 
38453	14.31	 $513.60 
38454	14.02	 $884.11 
38455	11.38	 $412.56 
38456	16.37	 $500.56 
38457	12.91	 $546.64 
38458	13.15	 $623.54 
38459	15.73	" $1,060.47 "
38460	15.99	 $873.64 
38461	12.32	 $533.40 
38462	16.1	" $1,391.86 "
38463	11.16	 $425.54 
38464	9.62	 $538.41 
38465	13.88	 $425.31 
38466	8.88	 $433.54 
38467	15.48	 $614.10 
38468	16.98	 $688.04 
38469	13.16	 $409.54 
38470	10.42	 $644.14 
38471	17.93	 $424.31 
38472	14.46	" $1,355.06 "
38473	11.3	 $469.09 
38474	10.45	 $370.62 
38475	9.83	 $731.82 
38476	13.86	 $266.24 
38477	6.4	 $206.02 
38478	9.75	 $507.82 
38479	12.46	 $633.94 
38480	13.99	 $432.55 
38481	14.54	 $473.48 
38482	13.52	 $533.75 
38483	7.33	 $567.25 
38484	6.22	 $402.57 
38485	15.23	 $619.89 
38486	10.15	 $508.54 
38487	9.85	 $496.78 
38488	7.52	 $538.05 
38489	16.19	" $1,053.45 "
38490	12.02	 $255.80 
38491	12.4	 $682.29 
38492	5.91	 $660.75 
38493	12.48	 $332.49 
38494	13.7	" $1,094.35 "
38495	16.78	 $868.42 
38496	13.24	 $536.76 
38497	8.28	 $362.06 
38498	12.4	 $623.72 
38499	10.09	 $423.86 
38500	12.81	 $495.08 
38501	19.27	" $1,040.51 "
38502	11.19	 $546.30 
38503	13.29	 $206.64 
38504	16.84	 $899.51 
38505	10.92	 $811.92 
38506	9.42	 $858.73 
38507	9.56	 $365.93 
38508	14.07	 $449.66 
38509	8.88	 $973.09 
38510	14.27	 $750.86 
38511	9	 $615.23 
38512	11.82	 $614.09 
38513	13.21	 $396.43 
38514	9.95	 $762.73 
38515	11.79	 $530.86 
38516	11.04	 $513.78 
38517	7.58	 $319.40 
38518	11.58	 $380.19 
38519	11.47	 $526.91 
38520	9.63	 $399.74 
38521	18.17	 $437.08 
38522	11	 $511.40 
38523	6.97	 $452.60 
38524	15.34	 $672.61 
38525	10.33	 $238.96 
38526	14.34	 $739.87 
38527	14.75	 $985.24 
38528	12.7	 $367.70 
38529	2.92	 $246.21 
38530	13.98	 $833.38 
38531	10.75	 $433.92 
38532	12.91	 $505.58 
38533	9.92	 $535.24 
38534	10.19	 $318.89 
38535	11.76	 $575.61 
38536	14.49	 $640.36 
38537	15.78	 $681.26 
38538	13.85	 $273.85 
38539	7.99	 $287.68 
38540	7.65	 $377.22 
38541	13.61	 $311.87 
38542	17.3	 $794.57 
38543	14.27	 $420.88 
38544	14.48	 $422.24 
38545	11.77	 $718.46 
38546	10.45	 $679.77 
38547	15.63	 $833.38 
38548	14.01	 $554.10 
38549	19.51	 $913.72 
38550	14.43	 $739.95 
38551	14.73	 $469.37 
38552	16.01	 $768.26 
38553	11.45	 $647.98 
38554	17.95	 $618.52 
38555	12.09	 $238.57 
38556	14.9	 $636.20 
38557	15.44	 $450.79 
38558	11.2	 $627.24 
38559	7.41	 $509.71 
38560	15.43	 $346.18 
38561	13.22	 $687.82 
38562	10.05	 $232.82 
38563	16.01	 $443.04 
38564	14.23	 $651.77 
38565	12.95	 $418.59 
38566	14.01	 $522.56 
38567	12.08	 $831.57 
38568	8.01	 $305.38 
38569	15.33	 $666.90 
38570	17.98	 $910.64 
38571	10.85	 $634.29 
38572	11.7	 $539.21 
38573	15.31	 $301.63 
38574	9.83	 $445.94 
38575	15.08	 $893.91 
38576	16.79	 $779.13 
38577	10.13	 $282.04 
38578	11.85	 $525.65 
38579	13.85	 $541.28 
38580	12.1	 $319.79 
38581	14.89	 $542.17 
38582	13.32	 $255.63 
38583	11.42	 $379.36 
38584	14.18	 $367.84 
38585	15.1	 $463.13 
38586	13.14	 $433.73 
38587	18.6	 $251.21 
38588	10.67	 $643.59 
38589	14.61	 $405.15 
38590	14.21	 $297.74 
