Obs	NO_SEGUIDORES	INGRESOS_POR_CONTENIDO_ONLINE
38741	7313	" $1,509.71 "
38742	64173	" $15,667.62 "
38743	8446	" $3,872.94 "
38744	45186	" $15,716.18 "
38745	12689	" $6,217.97 "
38746	6108	" $2,455.96 "
38747	23134	" $10,667.29 "
38748	19267	" $7,885.52 "
38749	4909	" $3,361.56 "
38750	13441	" $5,466.33 "
38751	36070	" $12,160.40 "
38752	22837	" $8,957.21 "
38753	9981	" $6,476.92 "
38754	10326	" $4,207.54 "
38755	18956	" $9,250.58 "
38756	12180	" $3,542.37 "
38757	20190	" $8,092.47 "
38758	22059	" $8,641.13 "
38759	5257	" $2,978.19 "
38760	14728	" $3,600.22 "
38761	7276	" $6,184.52 "
38762	28757	" $9,768.47 "
38763	7771	" $3,257.48 "
38764	14001	" $3,269.07 "
38765	7942	" $1,043.64 "
38766	22732	" $7,147.53 "
38767	4187	" $1,764.71 "
38768	2151	 $949.25 
38769	14620	" $3,684.84 "
38770	248573	" $63,624.58 "
38771	3689	" $2,025.76 "
38772	861	" $4,283.15 "
38773	13284	" $5,505.06 "
38774	36638	" $8,493.86 "
38775	28907	" $9,868.06 "
38776	17468	" $6,185.99 "
38777	9281	" $6,888.36 "
38778	5920	" $5,918.89 "
38779	3404	" $4,024.83 "
38780	6829	" $1,963.07 "
38781	23263	" $7,875.28 "
38782	4224	" $2,929.08 "
38783	5330	" $3,773.64 "
38784	5604	" $1,367.50 "
38785	11488	" $5,982.86 "
38786	8857	" $1,178.71 "
38787	14425	" $6,777.96 "
38788	13707	" $3,288.91 "
38789	27378	" $9,746.63 "
38790	145372	" $40,316.33 "
38791	23683	" $8,224.18 "
38792	3619	" $2,509.33 "
38793	9961	" $2,512.36 "
38794	7040	" $2,123.68 "
38795	91944	" $22,866.53 "
38796	9074	" $6,907.63 "
38797	8540	" $2,883.06 "
38798	9645	" $6,033.82 "
38799	21531	" $5,272.76 "
38800	22281	" $7,270.59 "
38801	30357	" $9,369.05 "
38802	15221	" $6,896.54 "
38803	17201	" $8,963.75 "
38804	6958	" $1,042.84 "
38805	6499	" $3,201.76 "
38806	52399	" $14,904.61 "
38807	8437	" $7,688.03 "
38808	6321	" $3,630.36 "
38809	3920	" $4,591.53 "
38810	25031	" $7,805.20 "
38811	9582	" $3,604.97 "
38812	7554	" $2,572.77 "
38813	16558	" $5,164.06 "
38814	9389	" $4,958.40 "
38815	13861	" $7,051.46 "
38816	3896	" $3,884.12 "
38817	14805	" $7,899.68 "
38818	23605	" $8,443.22 "
38819	9304	" $5,475.01 "
38820	16601	" $6,234.20 "
38821	6346	" $1,627.96 "
38822	5847	" $5,531.49 "
38823	57272	" $13,603.53 "
38824	13024	" $5,941.53 "
38825	31991	" $7,826.90 "
38826	55484	" $17,611.17 "
38827	75393	" $22,804.21 "
38828	12399	" $4,274.73 "
38829	14687	" $5,923.99 "
38830	26049	" $9,065.47 "
38831	28122	" $10,099.27 "
38832	24129	" $5,748.33 "
38833	9265	" $5,165.42 "
38834	3234	" $1,584.74 "
38835	35748	" $10,408.16 "
38836	20607	" $8,565.51 "
38837	34440	" $9,666.63 "
38838	33175	" $10,081.03 "
38839	3102	" $1,885.12 "
38840	12110	" $5,779.43 "
38841	35149	" $15,011.61 "
38842	11960	" $2,716.41 "
38843	13446	" $5,070.09 "
38844	15653	" $6,518.24 "
38845	45410	" $10,475.59 "
38846	7084	" $3,658.54 "
38847	7642	" $4,365.38 "
38848	15577	" $3,976.91 "
38849	7826	" $4,238.24 "
38850	15465	" $5,520.89 "
38851	3188	" $3,829.69 "
38852	18965	" $5,371.10 "
38853	7434	" $7,038.27 "
38854	11994	" $6,864.03 "
38855	11439	" $2,525.22 "
38856	36408	" $10,591.66 "
38857	62231	" $16,832.27 "
38858	16703	" $6,825.55 "
38859	42004	" $14,448.61 "
38860	13634	" $1,917.43 "
38861	6228	" $2,812.20 "
38862	10867	" $5,536.81 "
38863	8899	" $4,221.07 "
38864	19467	" $9,569.49 "
38865	17363	" $5,455.38 "
38866	8397	" $3,995.47 "
38867	8007	" $3,312.25 "
38868	14298	" $4,684.71 "
38869	6699	" $5,850.85 "
38870	13840	" $5,297.84 "
38871	16368	" $7,432.93 "
38872	56642	" $15,576.95 "
38873	19780	" $9,702.13 "
38874	15524	" $6,561.32 "
38875	26669	" $8,799.97 "
38876	4931	" $2,687.63 "
38877	10481	" $2,648.37 "
38878	22941	" $9,219.08 "
38879	23931	" $7,590.68 "
38880	18472	" $5,889.24 "
38881	37275	" $13,064.48 "
38882	12877	" $5,325.22 "
38883	12733	" $4,028.79 "
38884	7928	" $2,347.95 "
38885	7171	" $7,423.25 "
38886	14785	" $6,519.89 "
38887	7494	" $5,614.08 "
38888	14080	" $6,906.65 "
38889	5301	" $2,806.27 "
38890	26870	" $8,949.52 "
38891	45031	" $13,261.70 "
38892	16799	" $7,847.26 "
38893	32114	" $8,971.35 "
38894	10171	" $6,890.64 "
38895	1365	" $1,968.69 "
38896	10125	" $6,469.23 "
38897	61104	" $18,698.40 "
38898	27978	" $9,111.85 "
38899	36871	" $8,860.26 "
38900	18699	" $7,156.18 "
38901	24046	" $6,662.33 "
38902	10446	" $5,970.00 "
38903	50433	" $13,922.29 "
38904	3369	"-$1,823.04 "
38905	14030	" $4,269.63 "
38906	57023	" $14,034.53 "
38907	32961	" $9,833.20 "
38908	11000	" $4,045.85 "
38909	16146	" $6,856.55 "
38910	19889	" $9,210.94 "
38911	8994	" $4,917.32 "
38912	37324	" $12,348.75 "
38913	4655	" $4,169.72 "
38914	3516	" $5,487.28 "
38915	13866	" $4,991.35 "
38916	9160	" $3,623.75 "
38917	51528	" $17,279.96 "
38918	10763	" $2,727.83 "
38919	71537	" $20,551.24 "
38920	6761	" $4,284.99 "
38921	15716	" $7,507.48 "
38922	2824	 $403.99 
38923	29554	" $9,060.85 "
38924	99814	" $27,805.53 "
38925	9866	" $1,100.40 "
38926	1436	" $1,976.89 "
38927	11130	" $5,173.97 "
38928	15735	" $4,506.64 "
38929	20982	" $8,770.53 "
38930	11862	" $4,747.00 "
38931	3089	" $2,309.87 "
38932	24382	" $8,237.17 "
38933	6404	" $3,663.95 "
38934	7257	" $4,029.69 "
38935	9917	" $5,326.74 "
38936	24475	" $6,453.65 "
38937	16527	" $6,902.08 "
38938	8766	" $4,424.94 "
38939	8246	" $3,208.09 "
38940	16785	" $6,884.96 "
38941	3595	" $4,366.80 "
38942	5276	" $4,373.78 "
38943	18594	" $8,439.51 "
38944	13749	" $4,455.40 "
38945	39167	" $13,694.61 "
38946	7617	" $1,990.95 "
38947	24360	" $7,087.95 "
38948	85112	" $25,177.02 "
38949	24851	" $5,732.05 "
38950	7029	" $5,433.37 "
38951	22076	" $6,852.88 "
38952	11635	" $4,508.12 "
38953	10895	" $4,582.47 "
38954	4721	" $3,433.66 "
38955	12986	" $1,992.43 "
38956	5124	" $1,684.29 "
38957	18802	" $7,829.06 "
38958	5220	" $1,061.13 "
38959	29661	" $8,128.46 "
38960	7200	" $4,548.23 "
38961	17824	" $4,569.10 "
38962	6743	" $3,810.25 "
38963	11341	" $4,700.44 "
38964	14549	" $5,086.08 "
38965	11203	" $5,891.40 "
38966	12967	" $5,263.27 "
38967	39223	" $14,307.04 "
38968	8549	 $995.43 
38969	4001	" $1,356.69 "
38970	4846	" $2,235.41 "
38971	10505	" $4,732.03 "
38972	17236	" $8,647.53 "
38973	41339	" $10,451.50 "
38974	9507	" $6,249.62 "
38975	14465	" $5,076.37 "
38976	38980	" $11,222.32 "
38977	8152	" $3,472.00 "
38978	10565	" $4,757.58 "
38979	8178	" $3,442.76 "
38980	8539	" $4,743.14 "
38981	34416	" $9,462.39 "
38982	2378	" $2,758.29 "
38983	7846	" $4,304.93 "
38984	55957	" $16,062.13 "
38985	7873	" $5,958.47 "
38986	3982	" $3,069.48 "
38987	10395	" $2,412.88 "
38988	5860	" $3,293.39 "
38989	3693	" $3,393.05 "
38990	24121	" $9,982.92 "
38991	10693	" $4,169.58 "
38992	21401	" $5,938.20 "
38993	11318	" $1,537.06 "
38994	75639	" $21,303.18 "
38995	14434	" $5,228.60 "
38996	19450	" $7,664.53 "
38997	8431	" $2,209.54 "
38998	47972	" $13,926.89 "
38999	3332	" $2,203.95 "
39000	4249	" $3,575.17 "
39001	7613	" $2,656.11 "
39002	60540	" $18,215.25 "
39003	14709	" $5,653.47 "
39004	56730	" $16,642.78 "
39005	18144	" $5,452.04 "
39006	82115	" $22,864.05 "
39007	4316	" $5,137.63 "
39008	12219	" $3,806.30 "
39009	9900	" $4,297.34 "
39010	3202	" $2,275.17 "
39011	6107	" $4,189.10 "
39012	9738	" $3,235.90 "
39013	3368	" $2,102.52 "
39014	5579	" $4,672.99 "
39015	26992	" $9,039.73 "
39016	19344	" $6,612.17 "
39017	15551	" $5,560.23 "
39018	7253	" $1,511.22 "
39019	9410	" $5,026.30 "
39020	12628	" $4,156.84 "
39021	18244	" $8,951.77 "
39022	14780	" $4,341.45 "
39023	878	" $4,787.22 "
39024	5005	" $1,914.49 "
39025	17077	" $5,595.62 "
39026	49748	" $14,871.99 "
39027	6745	" $2,695.25 "
39028	21209	" $8,515.72 "
39029	43449	" $11,233.52 "
39030	12243	" $4,197.41 "
39031	11422	" $6,721.68 "
39032	48347	" $12,354.29 "
39033	17038	" $6,072.66 "
39034	16123	" $3,210.16 "
39035	17588	" $5,299.49 "
39036	16055	" $7,813.75 "
39037	8618	" $2,050.82 "
39038	10532	" $2,673.73 "
39039	18660	" $6,662.47 "
39040	57587	" $15,183.84 "
39041	4751	" $3,316.52 "
39042	18545	" $7,906.29 "
39043	3449	" $3,534.39 "
39044	6719	" $4,034.58 "
39045	110038	" $29,599.95 "
39046	3595	" $4,819.63 "
39047	20165	" $9,249.35 "
39048	3293	" $2,280.81 "
39049	15247	" $4,656.99 "
39050	4371	" $4,941.54 "
39051	24026	" $8,523.11 "
39052	19747	" $5,673.36 "
39053	4603	" $3,571.84 "
39054	39060	" $11,766.66 "
39055	8921	" $4,233.45 "
39056	49408	" $14,182.61 "
39057	19799	" $6,682.73 "
39058	25376	" $9,931.73 "
39059	24273	" $5,260.66 "
39060	5842	" $3,822.30 "
39061	10354	" $3,186.93 "
39062	156281	" $40,907.16 "
39063	39188	" $13,180.09 "
39064	12928	" $4,437.65 "
39065	48124	" $13,192.40 "
39066	6040	" $3,517.37 "
39067	9707	 $887.62 
39068	13047	" $6,371.58 "
39069	12306	" $6,851.88 "
39070	7481	 $930.39 
39071	17363	" $4,777.34 "
39072	9772	" $4,576.96 "
39073	6640	" $2,820.61 "
39074	28970	" $7,102.14 "
39075	15810	" $5,143.87 "
39076	5867	" $4,607.46 "
39077	17498	" $4,650.87 "
39078	7017	" $3,589.97 "
39079	11820	" $2,817.67 "
39080	20081	" $8,686.50 "
39081	7029	" $5,084.12 "
39082	5518	" $5,149.23 "
39083	12065	" $3,279.98 "
39084	13040	" $6,425.99 "
39085	14606	" $6,396.35 "
39086	53210	" $18,726.61 "
39087	13344	" $4,312.56 "
39088	31056	" $7,287.72 "
39089	11630	" $6,069.19 "
39090	11714	" $2,396.41 "
39091	13856	" $4,429.92 "
39092	27772	" $12,633.92 "
39093	8330	" $2,863.23 "
39094	4037	 $773.78 
39095	8100	" $3,333.65 "
39096	18640	" $9,726.15 "
39097	4027	" $1,761.84 "
39098	14199	" $7,150.62 "
39099	9579	 $975.69 
39100	11194	" $4,477.82 "
39101	29565	" $8,693.40 "
39102	9773	" $2,916.25 "
39103	11176	" $5,713.50 "
39104	13946	" $5,849.26 "
39105	2889	" $3,791.54 "
39106	23761	" $8,492.69 "
39107	14526	" $7,934.88 "
39108	20390	" $8,038.07 "
39109	20059	" $4,769.98 "
39110	13615	" $5,441.37 "
39111	19289	" $7,477.45 "
39112	8644	" $3,583.94 "
39113	4736	" $3,331.72 "
39114	15033	" $4,959.38 "
39115	58327	" $17,990.53 "
39116	28187	" $11,368.48 "
39117	49578	" $12,646.18 "
39118	12225	" $3,816.43 "
39119	10159	" $5,314.36 "
39120	35817	" $10,818.99 "
39121	48497	" $15,598.42 "
39122	11269	" $5,523.25 "
39123	11952	" $5,383.93 "
39124	34943	" $8,597.54 "
39125	6739	" $2,594.58 "
39126	14357	" $7,481.87 "
39127	11806	" $6,475.50 "
39128	9037	" $3,905.19 "
39129	10896	" $4,152.93 "
39130	19364	" $6,417.41 "
39131	4706	" $5,369.48 "
39132	62907	" $16,535.54 "
39133	32137	" $12,418.29 "
39134	22166	" $10,335.53 "
39135	9028	" $2,989.01 "
39136	47878	" $13,673.74 "
39137	8829	" $2,928.53 "
39138	4706	" $4,429.21 "
39139	1594	 $999.44 
39140	8505	" $1,069.19 "
39141	2514	" $2,162.83 "
39142	1348	" $3,272.42 "
39143	15615	" $4,865.59 "
39144	9732	" $5,182.45 "
39145	23357	" $5,231.60 "
39146	6630	" $5,656.44 "
39147	10314	" $4,121.10 "
39148	31317	" $9,954.11 "
39149	7373	" $3,382.11 "
39150	4033	" $1,480.05 "
39151	10688	" $3,538.31 "
39152	6200	" $3,566.81 "
39153	62311	" $14,722.56 "
39154	26179	" $6,245.04 "
39155	16377	" $6,217.42 "
39156	13969	" $6,039.10 "
39157	7964	" $5,349.34 "
39158	4079	" $4,571.77 "
39159	3493	" $1,891.67 "
39160	10483	" $1,149.78 "
39161	6003	" $3,793.12 "
39162	31729	" $9,565.78 "
39163	50868	" $18,069.56 "
39164	5169	" $3,354.63 "
39165	6488	" $4,236.91 "
39166	60622	" $16,707.27 "
39167	13704	" $4,941.62 "
39168	14438	" $6,187.89 "
39169	43212	" $12,536.91 "
39170	9105	" $1,260.15 "
39171	9510	" $4,096.88 "
39172	8440	" $1,794.01 "
39173	78915	" $20,379.95 "
39174	25502	" $9,187.95 "
39175	4896	" $5,685.60 "
39176	16802	" $5,492.86 "
39177	21919	" $6,315.35 "
39178	17250	" $5,277.73 "
39179	19337	" $7,400.92 "
39180	5683	" $3,723.59 "
39181	57929	" $16,752.51 "
39182	8483	" $3,046.05 "
39183	19417	" $7,233.90 "
39184	11634	" $5,748.47 "
39185	13561	" $4,519.57 "
39186	8237	" $3,937.99 "
39187	16963	" $6,835.84 "
39188	9318	" $2,700.21 "
39189	13431	" $5,781.71 "
39190	12931	" $5,438.32 "
39191	5488	" $4,456.19 "
39192	9911	" $1,525.05 "
39193	90023	" $23,930.71 "
39194	8061	" $7,015.52 "
39195	45307	" $9,210.07 "
39196	26376	" $8,625.17 "
39197	9763	" $3,832.60 "
39198	6183	 $53.28 
39199	39283	" $12,854.70 "
39200	5596	" $2,434.97 "
39201	7663	" $3,339.49 "
39202	15440	" $7,830.40 "
39203	17490	" $6,268.85 "
39204	13237	" $4,166.55 "
39205	10961	" $3,686.74 "
39206	8380	" $2,979.89 "
39207	7701	" $3,125.52 "
39208	10049	" $4,105.53 "
39209	28867	" $8,217.86 "
39210	17200	" $4,538.49 "
39211	8035	" $7,706.02 "
39212	40240	" $12,496.86 "
39213	17705	" $7,845.55 "
39214	8491	" $5,935.18 "
39215	11177	" $5,841.91 "
39216	12652	" $5,609.92 "
39217	20305	" $7,771.48 "
39218	2635	" $4,894.80 "
39219	4717	" $2,198.10 "
39220	15859	" $8,044.24 "
39221	10236	" $5,401.93 "
39222	6071	" $3,773.73 "
39223	46622	" $13,815.34 "
39224	103122	" $24,913.19 "
39225	9569	" $5,080.22 "
39226	3634	" $2,176.27 "
39227	29262	" $11,694.38 "
39228	5211	" $2,338.87 "
39229	27076	" $7,425.33 "
39230	12300	" $7,812.45 "
39231	8368	" $2,829.42 "
39232	6806	" $3,272.07 "
39233	14527	" $5,115.00 "
39234	22250	" $6,746.74 "
39235	40695	" $7,992.82 "
39236	11831	" $2,902.46 "
39237	24295	" $10,668.95 "
39238	32779	" $8,906.22 "
39239	3196	 $382.35 
39240	81537	" $25,966.49 "
39241	13470	" $5,150.32 "
39242	8509	" $3,789.33 "
39243	11053	" $3,214.46 "
39244	3692	" $3,551.23 "
39245	19350	" $5,786.94 "
39246	10279	" $5,955.42 "
39247	6578	" $7,182.42 "
39248	11988	" $5,324.73 "
39249	24027	" $9,510.74 "
39250	30142	" $10,615.10 "
39251	3767	" $3,100.64 "
39252	6770	" $1,625.70 "
39253	8164	" $3,133.68 "
39254	43987	" $11,574.77 "
39255	29739	" $7,720.18 "
39256	7034	" $2,667.02 "
39257	18774	" $4,184.35 "
39258	4271	" $3,432.26 "
39259	36009	" $8,545.19 "
39260	4262	" $1,372.91 "
39261	14516	" $6,400.33 "
39262	20428	" $6,533.56 "
39263	4104	" $2,916.44 "
39264	39840	" $11,415.87 "
39265	3335	" $2,647.07 "
39266	8352	" $3,222.76 "
39267	12134	" $6,144.70 "
39268	11882	" $3,153.22 "
39269	5902	" $3,369.74 "
39270	52630	" $16,569.75 "
39271	4098	" $1,050.81 "
39272	4315	" $4,432.13 "
39273	12387	" $4,884.57 "
39274	23554	" $7,420.35 "
39275	8178	" $4,075.73 "
39276	10560	" $3,908.57 "
39277	18865	" $5,151.70 "
39278	30629	" $9,103.58 "
39279	8735	" $2,843.52 "
39280	10287	" $5,993.49 "
39281	8436	" $2,671.19 "
39282	18659	" $7,434.78 "
39283	17196	" $6,376.08 "
39284	82704	" $21,525.94 "
39285	12946	" $3,560.32 "
39286	16607	" $3,511.68 "
39287	5159	" $2,518.72 "
39288	12678	" $6,375.88 "
39289	8987	" $8,151.84 "
39290	4091	" $4,703.14 "
39291	25215	" $7,255.86 "
39292	17589	" $3,406.27 "
39293	5090	" $2,153.51 "
39294	8165	" $5,397.90 "
39295	10766	" $6,510.28 "
39296	7830	" $4,724.09 "
39297	14988	" $3,896.65 "
39298	11944	" $7,013.50 "
39299	20196	" $7,598.82 "
39300	62046	" $19,119.36 "
39301	19423	" $6,445.88 "
39302	36240	" $11,064.61 "
39303	39758	" $9,948.53 "
39304	1996	" $2,873.86 "
39305	12837	" $6,383.95 "
39306	27937	" $10,473.60 "
39307	24359	" $8,941.84 "
39308	11851	" $5,904.56 "
39309	18303	" $7,300.43 "
39310	8990	" $6,835.57 "
39311	14440	" $5,514.64 "
39312	55544	" $17,694.61 "
39313	60435	" $18,453.80 "
39314	3759	" $1,399.57 "
39315	9953	" $4,283.29 "
39316	4934	" $4,624.85 "
39317	24495	" $8,244.82 "
39318	8874	" $4,933.07 "
39319	6550	" $2,832.07 "
39320	4598	" $3,168.55 "
39321	17599	" $5,628.28 "
39322	8264	" $5,939.47 "
39323	13870	" $4,667.58 "
39324	8117	" $5,467.94 "
39325	13591	" $7,330.66 "
39326	12687	" $4,341.48 "
39327	17033	" $6,918.66 "
39328	31640	" $10,075.41 "
39329	14683	" $6,963.43 "
39330	20876	" $9,334.29 "
39331	10363	" $6,433.14 "
39332	17211	" $5,149.53 "
39333	22038	" $6,139.72 "
39334	5586	" $4,824.10 "
39335	41977	" $13,835.98 "
39336	9577	" $3,702.95 "
39337	5291	" $3,481.15 "
39338	53941	" $12,420.66 "
39339	5040	" $3,960.79 "
39340	63155	" $16,524.71 "
39341	4217	-$60.91 
39342	19037	" $6,486.03 "
39343	24462	" $6,852.16 "
39344	7170	 $766.65 
39345	30169	" $8,251.24 "
39346	9099	" $5,388.70 "
39347	27408	" $10,121.69 "
39348	13645	" $3,854.76 "
39349	4422	" $3,076.15 "
39350	8614	" $4,551.42 "
39351	20858	" $7,225.84 "
39352	34321	" $8,825.92 "
39353	16479	" $4,790.79 "
39354	3637	" $1,524.50 "
39355	30734	" $9,855.36 "
39356	12078	" $4,338.80 "
39357	5171	" $5,669.13 "
39358	4789	" $4,876.68 "
39359	12104	" $5,813.03 "
39360	4309	" $4,821.84 "
39361	18169	" $7,305.32 "
39362	44492	" $10,711.68 "
39363	27515	" $6,230.73 "
39364	19575	" $7,262.71 "
39365	21604	" $9,721.90 "
39366	16526	" $7,194.46 "
39367	5362	" $3,294.68 "
39368	20746	" $5,978.66 "
39369	58308	" $14,008.24 "
39370	57509	" $17,135.95 "
39371	12155	" $5,062.20 "
39372	10301	" $3,680.31 "
39373	19621	" $3,718.23 "
39374	3236	" $3,952.93 "
39375	11687	" $3,498.16 "
39376	11695	" $5,236.07 "
39377	23115	" $4,631.75 "
39378	21305	" $7,610.39 "
39379	47103	" $10,308.65 "
39380	15557	" $2,884.41 "
39381	14630	" $6,591.93 "
39382	21820	" $9,642.83 "
39383	25367	" $8,338.66 "
39384	10798	" $5,253.32 "
39385	39271	" $13,210.96 "
39386	2372	" $4,853.85 "
39387	21687	" $8,982.53 "
39388	9971	" $3,935.63 "
39389	36854	" $11,670.78 "
39390	22957	" $8,101.79 "
39391	22291	" $9,291.31 "
39392	10251	" $2,825.68 "
39393	35295	" $10,123.65 "
39394	8752	" $4,596.26 "
39395	14356	" $8,333.37 "
39396	36741	" $10,838.59 "
39397	10607	" $2,539.99 "
39398	12695	" $4,600.37 "
39399	21238	" $8,053.99 "
39400	8677	" $3,047.55 "
39401	6126	" $1,914.76 "
39402	5687	" $4,509.72 "
39403	26196	" $7,570.68 "
39404	24715	" $9,981.00 "
39405	3186	" $6,001.07 "
39406	19132	" $5,567.24 "
39407	34905	" $9,783.95 "
39408	12144	" $6,371.22 "
39409	17568	" $7,373.09 "
39410	43912	" $13,523.45 "
39411	4117	" $2,193.28 "
39412	9546	" $3,384.35 "
39413	34850	" $7,036.75 "
39414	24656	" $8,298.27 "
39415	41318	" $9,263.40 "
39416	6555	" $5,170.51 "
39417	11172	" $5,484.80 "
39418	31549	" $10,404.11 "
39419	15176	" $6,113.90 "
39420	7265	" $3,097.83 "
39421	24814	" $7,984.07 "
39422	11860	" $7,579.66 "
39423	52465	" $16,132.68 "
39424	16937	" $5,272.50 "
39425	37872	" $9,444.83 "
39426	12134	" $6,426.20 "
39427	2913	" $2,304.07 "
39428	21807	" $8,201.60 "
39429	6207	" $3,947.21 "
39430	54772	" $15,817.78 "
39431	29347	" $9,646.24 "
39432	29399	" $9,342.17 "
39433	14900	" $3,809.45 "
39434	4880	" $6,041.12 "
39435	22290	" $3,743.60 "
39436	5780	" $4,269.87 "
39437	17834	" $6,795.03 "
39438	8100	" $3,502.68 "
39439	39174	" $13,495.21 "
39440	17843	" $5,343.78 "
39441	13943	" $3,613.61 "
39442	96683	" $25,490.70 "
39443	21961	" $7,889.18 "
39444	32868	" $5,885.88 "
39445	16683	" $6,094.79 "
39446	64091	" $16,642.81 "
39447	7888	" $2,570.54 "
39448	20665	" $8,128.10 "
39449	2398	" $1,126.61 "
39450	12671	" $6,027.92 "
39451	25077	" $8,627.10 "
39452	6918	" $2,913.72 "
39453	6170	" $2,194.73 "
39454	13992	" $7,803.35 "
39455	37268	" $11,521.88 "
39456	3749	" $3,963.97 "
39457	6781	" $2,569.16 "
39458	28525	" $10,042.44 "
39459	9371	" $3,313.95 "
39460	25903	" $9,129.46 "
39461	12808	" $5,391.41 "
39462	13741	" $4,630.80 "
39463	11683	" $8,065.63 "
39464	29985	" $8,667.94 "
39465	38745	" $11,577.46 "
39466	25166	" $6,133.15 "
39467	23795	" $6,258.12 "
39468	4441	" $3,005.87 "
39469	11057	" $5,306.72 "
39470	22469	" $7,967.11 "
39471	29813	" $9,911.99 "
39472	12621	" $4,017.18 "
39473	21024	" $5,031.07 "
39474	4597	" $3,587.02 "
39475	34287	" $10,191.93 "
39476	10447	" $3,966.14 "
39477	40872	" $11,404.89 "
39478	9093	" $2,927.79 "
39479	14767	" $4,336.53 "
39480	24347	" $6,245.14 "
39481	15059	" $5,637.24 "
39482	11150	" $4,368.91 "
39483	3042	" $3,087.33 "
39484	18960	" $7,683.98 "
39485	4743	" $5,066.70 "
39486	3603	" $1,956.64 "
39487	7927	" $1,640.03 "
39488	6872	" $1,977.79 "
39489	13875	" $9,454.66 "
39490	24492	" $8,710.61 "
39491	11205	" $6,519.47 "
39492	19176	" $4,087.14 "
39493	19171	" $8,197.46 "
39494	14569	" $3,719.06 "
39495	27077	" $7,818.06 "
39496	12805	" $5,568.22 "
39497	10643	" $3,294.41 "
39498	17057	" $4,282.73 "
39499	10883	" $5,904.92 "
39500	8835	" $4,191.90 "
39501	19184	" $6,344.13 "
39502	48221	" $13,780.95 "
39503	6721	" $6,216.11 "
39504	23220	" $6,884.73 "
39505	4426	" $2,952.69 "
39506	4479	 $895.73 
39507	35706	" $8,841.74 "
39508	3853	" $5,027.87 "
39509	24096	" $7,959.01 "
39510	16632	" $5,834.42 "
39511	34464	" $10,358.24 "
39512	6705	" $2,015.60 "
39513	20394	" $7,033.67 "
39514	20739	" $8,917.92 "
39515	5939	" $2,513.16 "
39516	36659	" $10,605.68 "
39517	21933	" $9,512.71 "
39518	23215	" $10,061.42 "
39519	30805	" $11,409.21 "
39520	10443	" $4,805.29 "
39521	11462	" $5,704.28 "
39522	14897	" $5,612.52 "
39523	20824	" $5,731.35 "
39524	6693	" $1,749.70 "
39525	19425	" $9,183.70 "
39526	14938	" $7,448.39 "
39527	21405	" $7,068.20 "
39528	3373	" $2,016.13 "
39529	5392	" $4,921.54 "
39530	4580	" $3,628.96 "
39531	12034	" $5,681.21 "
39532	19838	" $5,675.08 "
39533	14973	" $7,647.25 "
39534	25343	" $7,846.73 "
39535	2643	" $2,717.03 "
39536	11702	" $5,639.29 "
39537	10254	" $4,222.16 "
39538	2713	" $2,131.75 "
39539	30326	" $12,632.95 "
39540	10893	" $4,424.13 "
39541	9367	" $5,756.61 "
39542	16280	" $4,112.74 "
39543	23391	" $7,577.06 "
39544	7740	" $5,142.75 "
39545	18607	" $5,397.69 "
39546	8621	" $3,681.76 "
39547	7416	" $3,776.88 "
39548	26753	" $9,386.39 "
39549	3636	" $3,211.26 "
39550	15232	" $5,613.75 "
